Issue key,Issue id,Summary,Assignee,Assignee Id,Description
TCON-1934,58228,Application should not allow to update premium bearing fields in Information transaction and Premium should not change,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"*Quote number:* *MI001209*.

*Env*: QA

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
#  Select Product type as Medical and submit.
# Issue Quote and Policy
# Perform Information transaction.

*Expected Result:*

Premium bearing fields should not have edit option

*Actual Result:*

Able to update Premium bearing fields and premium is changing.



!image-20240708-122050.png|width=1223,height=673,alt=""image-20240708-122050.png""!



!image-20240708-122154.png|width=726,height=556,alt=""image-20240708-122154.png""!"
TCON-1957,58268,Issues on ToPP Coverage ,Harshal Dighorikar,712020:73d2ecd6-c3ec-41f1-a6f2-f889a77f4fd9,"*Quote number:* *MI2869Q2024*.

*Env*: QA

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as Practice and submit.
# Navigate to specialty page and verify Topp Coverage.

*Issues:* 

# Help Text should be as below
Select 'ToPP Coverage' where the member will be undertaking
practice in a public hospital for which they require indemnity from MDA as no indemnity is provided by the hospital, State  or Area Health Authority. Enter only the billings generated from this ToPP coverage.
# Order of the Fields not as per BRD



!image-20240711-082609.png|width=548,height=548,alt=""image-20240711-082609.png""!





*Issue 3:*

Instead of *Specialty,* Service provided is displayed

Instead of *Amount of billings generated from ToPP practice,* GAB is displayed





!image-20240711-082934.png|width=1035,height=517,alt=""image-20240711-082934.png""!

Issue 4:

Field name should be *ToPP coverage* 

!image-20240711-093536.png|width=581,height=581,alt=""image-20240711-093536.png""!"
TCON-1959,58270,ToPP Coverage is not displayed on coverage page,Harshal Dighorikar,712020:73d2ecd6-c3ec-41f1-a6f2-f889a77f4fd9,"*Quote number:* *MI2869Q2024*.

*Env*: QA

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as Medical and submit.
# Navigate to specialty page and verify Topp Coverage.
# Select TOPP coverage 
# Navigate to Coverage page.

*Expected result:*

Topp Coverage on Coverage page should be displayed as Selected and not editable

*Actual Result*

Topp Coverage on Coverage page is not displayed





!image-20240711-091523.png|width=1173,height=504,alt=""image-20240711-091523.png""!



!image-20240711-090930.png|width=1181,height=599,alt=""image-20240711-090930.png""!"
TCON-1967,58280,Issues on Specialty and Practice details screen,Harshal Dighorikar,712020:73d2ecd6-c3ec-41f1-a6f2-f889a77f4fd9,"*Quote number:* *MI2869Q2024*.

*Env*: QA

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as Practice and submit.
# Navigate to specialty page and checked checkbox for ToPP coverage, verify Text message for GAB$, ""Nature of practice changed in past 5 years"" 

*Issues 1:* 

# Help Text for GAB field should be as below
This figure should include total billings from all areas of practice for which the member requires indemnity from MDA National , including billing generated from Treatment of Public  Patient practice.
This figure will be used to assess PSS eligibility.

!image-20240711-114823.png|width=505,height=196,alt=""image-20240711-114823.png""!

*Issue 2:*

Help Text for Nature of practice changed in past 5 years field should be as below
This Includes:
Change in Speciality
Change from private to Employer Indemnified Practice
Receipt of fellowship
Fluctuations in GAB more than 50%
Any period of Non-practice

!image-20240711-115116.png|width=723,height=253,alt=""image-20240711-115116.png""!

*Issue 3:*

""Nature of practice changed in past 5 years"" field should be mndatory in Specialty and Practice Details screen for Quote and Application status

!image-20240711-115217.png|width=696,height=338,alt=""image-20240711-115217.png""!"
TCON-1983,58298,Issue on GAB$ & Amount of billing generated from ToPP Practice and Obstetrics field,Harshal Dighorikar,712020:73d2ecd6-c3ec-41f1-a6f2-f889a77f4fd9,"*Quote number:* *MI2910Q2024*.

*Env*: QA

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as Practice and submit.
# Navigate to specialty page and verify Topp Coverage.
# Verify Amount of billing generated from ToPP practice and GAB$
# Verify Obstetrics fields

*Issues:* 1

Amount of billing generated from ToPP practice should never be greater than GAB$

!image-20240712-120825.png|width=1275,height=583,alt=""image-20240712-120825.png""!

*Issue 2:*

Obstetrics Y/N field is not matching with BRD documents

!image-20240712-121301.png|width=1273,height=387,alt=""image-20240712-121301.png""!"
TCON-1985,58302,Unable to add Endorsement in Quote or Application,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"*Quote number:* *MI2866Q2024*.

*Env*: QA

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as Practice and submit.
# Navigate to Endorsement page and any Endorsement.

*Expected Result:*

Endorsement should be added successfully

*Actual Result:*

Notable to add Endorsement 



!image-20240715-032941.png|width=966,height=651,alt=""image-20240715-032941.png""!"
TCON-1989,58309,MI 24 Month policy : On renewal Category changing from Student to FYS but term is not getting updated to 24 month term,Ijaj Fakir,712020:d474e18e-4037-43e2-b170-e58192b30a73,"*MI001394*

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote and Select Indemnity type as Standard Indemnity
# Select Effective date as 1 September 2024.

5.Navigate to Policy Term,Qualification & Registration Page and select Year Awarded in Qualification section as Dec 2025

6.Navigate to Speciality screen and Verify Category as Student

7.Commit Policy and perform Renewal and in Renewal term navigate to Policy Term,Qualification & Registration Page and Verify Term

Expected : Term should be displayed of 24 months

Actual : Term is displayed as 12 months"
TCON-2096,58544,Getting page break error when entered address and clicked on search in Applicant screen,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"

*Env*: QA

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
#  Enter this address *Shop 2 14 Millenium Boulevard, CARINDALE QLD 4152* and click on Seach 

*Expected Result:*

Address should prepopulate under mailing address fields

*Actual Result:*

Page break error is showing up.



!image-20240726-035731.png|width=1165,height=619,alt=""image-20240726-035731.png""!





!image-20240726-035803.png|width=1039,height=400,alt=""image-20240726-035803.png""!

Added issue2:

Quote number : *MI3210Q2024*

Application displaying mandatory error on each Tab even though data updated to all mandatory fields.





!image-20240726-044111.png|width=1191,height=590,alt=""image-20240726-044111.png""!"
TCON-2149,58608,Retro section is displayed as mandatory in Quote state ,Prateek Bharti,712020:5d1d2e6c-5690-4273-b0b9-2707c33f301c,"h3. *Environment* : QA

*Quote number :* PI3321Q2024

*Steps :* 1. Create the Practice Policy

            2. On “Practice Details” page under “Retroactive cover” section select retroactive date and select the “Yes” button for “*Have the healthcare services previously provided by the practice been materially different to the current healthcare services?”*

# Click on Next button.

*Actual* *result* : The Section should be mandatory only for application not for quote.

*Expected* *Result* : The Section is mandatory for quoted policy too."
TCON-2159,58619,"CMY date calculation is showing discrepancy and ""+"" sign is missing for respective fields.",Prateek Bharti,712020:5d1d2e6c-5690-4273-b0b9-2707c33f301c,"h3. *Environment* : QA

*Quote number :* PI3321Q2024

*Steps :* 1. Create the Practice Policy

            2. On “Application information page” the “CM Year”  field calculation is showing discrepancy in calculation.

Policy Eff Date : 31-07-2024

*Actual* *result* :

Trading Since : 31-07-2022  CMY - 3

Trading Since : 01-08-2022  CMY - 2



# On “Practice Details” try to add new entity details and healthcare practices

*Actual* *result* : The “+” Sign is missing to add new entries.

*Expected* *Result* : Able to add new entries on clicking + sign."
TCON-2170,58635,Staff profile - Discrepancy in MED as prefix and $ sign is missing.,Prateek Bharti,712020:5d1d2e6c-5690-4273-b0b9-2707c33f301c,"h3. *Environment* : QA

*Quote number :* PI3321Q2024

*1.*

*Steps :* 1. Create the Practice Policy.

            2. On Staff profile page under healthcare professionals try to add new AHPRA Registration.

*Actual* *result* : 

# On staff profile page under healthcare professionals the AHPRA Registration number should have ""MED"" as default prefix which is not coming.

*Expected* *Result* : MED should be the prefix.





*2.*

*Steps :* 1. Create the Practice Policy.

# On coverage page for deductible section Validate ""Voluntary Deductible""  dropdown values.

*Actual* *result* : On coverage page, ""Voluntary Deductible"" to have dropdown values of $5,000, $10,000 etc.

But in UI the values are coming without “$” as prefix in dropdown.

*Expected* *Result* :  “$” should be there as prefix in dropdown."
TCON-2165,58630,Practice Details page - Discrepancy on details of services and Run off cover.,Krishnasri Komuravelly,712020:509b6da1-c24d-4b41-92e3-1c8373fd9317,"h3. *Environment* : QA

*Quote number :* PI3321Q2024

*1.*

*Steps :* 1. Create the Practice Policy.

            2. On Practice Details page, under additional services “Details of services” option is available if we select any option select complaints management.

*Actual* *result* : The details of services editable field is not coming. Editable section for the field is not coming. It is coming only for Complementary Medicine or Alternative Therapies, Day Surgery.

*Expected* *Result* : The field should have editable section.



*2.*

*Steps :* 1. Create the Practice Policy.

# Verify new field “Run off cover”.

*Actual* *result* : New Field “Run off cover” is not available on UI under policies/procedures on practice details page.

*Expected* *Result* : The field should be there on UI."
TCON-2526,59235,Individual Party - issues on Party summary,Sudhakar Gara,712020:662f19dc-079c-47fd-83c8-c2804f567276,"On the party Summary Contact Info page while editing the contact fields below fields validation are not as per BRD.. please find the attached for reference.

also please find the second attachment for cosmetic issues on party summary

*  AHPRA number is accepting is accepting more than 13 Integer type
* Medicare provide number is accepting more than 12 string type
*  Member number is accepting more than max length

+*Steps to Create:*+  Create a Party through Medical and search on applicant screen. Create party fields completed and navigate to party summary."
TCON-2720,59642,MI : GAB($) field value is displayed even after updating Specialty to Student or Graduate,Ijaj Fakir,712020:d474e18e-4037-43e2-b170-e58192b30a73,"Quote # MI4530Q2024

Steps :

# Navigate to Speciality page and select any category and speciality where GAB field value is displayed
# Navigate to Pricing screen and validate Field of Practice Summary tab is showing GAB($) value in field
# Navigate back to Speciality page and update category to Student or Graduate 
# Navigate back to Pricing screen and validate Field of Practice Summary tab GAB($) value in field

Expected : GAB($) field value should not be displayed for Speciality Student or Graduate

Actual : GAB($) field value is displayed even after updating Speciality to Student or Graduate"
TCON-2776,59743,Default value of CMY is showing as select,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"# Access the MDA test URL.
# Provide Admin credentials and click on submit button. 
# Click on New Quote
# Select Package Type as Medical indemnity only and submit.
# Navigate to Specialty and Practice Details page and Verify CMY

*Quote no.-MI4682Q2024*





!image-20240923-075550.png|width=1707,height=728,alt=""image-20240923-075550.png""!



*Expected*-CMY should default as CMY5

*Actual*-CMY defaulting as Select. Also  select value should not available in the CMY drop down.

*Req#*-SP_UI_04



!image-20240923-073621.png|width=1913,height=175,alt=""image-20240923-073621.png""!



!image-20240923-074106.png|width=1917,height=191,alt=""image-20240923-074106.png""!"
